LOC,STU_ID,NAME,DEUSS,ELL,ESE,ETHN,GRADE,2526 Absences,COURSE_TITLE,TEACHER_NAME,Period,Exc Abs,Unexc Abs,Q1_Grade,Q2_Grade,FAST_ELA_PM3.Level,FAST_ELA_PM3.%tile,FAST_ELA_PM3.SS,FAST_ELA_PM2.Level,FAST_ELA_PM2.%tile,FAST_ELA_PM2.SS,FAST_ELA_PM1.Level,FAST_ELA_PM1.%tile,FAST_ELA_PM1.SS,FAST_EarlyLit_PM1.Unified SS,2425 ELA_TEST,2425 ELA_Lvl,2425 ELA_%tile,2425 ELA_SS,2425 STAR FAST Equivalent ELA Lvl,2425 STAR FAST Equivalent ELA SS,AP2 ELA Level,AP2 ELA_Placement,AP2 ELA SS,AP1.ELA Level,AP1.ELA Placement,AP1.ELA SS,ELA Pts4LG,ELA L25/35,FAST_Math_PM3.Level,FAST_Math_PM3.%tile,FAST_Math_PM3.SS,FAST_Math_PM2.Level,FAST_Math_PM2.%tile,FAST_Math_PM2.SS,FAST_Math_PM1.Level,FAST_Math_PM1.%tile,FAST_Math_PM1.SS,2425 MATH_TEST,2425 MATH_Lvl,2425 MATH_%tile,2425 MATH_SS,AP2 Math Level,AP2 Math Placement,AP2 Math SS,AP1.Math Level,AP1.Math.Placement,AP1.Math SS,Math.Pts4LG,MATH L25/35,2425 SCI_TEST,2425 SCI_Lvl,2425 SOC_TEST,2425 SOC_Lvl,STUDENT_FLEID,FTE,Cnt4Prof
6161,6032489,"Student, R961",,N,N,H,8,31,Algebra 1 Hon,"Thompson, R.",6,19,12,B,B,5,68,264,4,59,254,4,56,252,,FAST ELA,4,60,248,,,,,,,,,14,,4,69,423,,,,,,,FAST MATH,4,62,251,,,,,,,167,,Statewide Science,3,,,FL8428782472,,
6161,2876342,"Student, F616",,N,N,H,8,8,Algebra 1 Hon,"Williams, A.",6,5,3,C,C,5,73,264,5,65,263,4,66,257,,FAST ELA,4,58,244,,,,,,,,,18,,4,61,423,,,,,,,FAST MATH,4,77,250,,,,,,,168,,Statewide Science,4,,,FL7558922254,,
6161,8931468,"Student, N238",,N,N,H,8,3,Algebra 1 Hon,"Rodriguez, J.",6,2,1,A,A,5,94,287,5,99,293,5,99,289,,FAST ELA,5,96,281,,,,,,,,,0,,5,99,469,,,,,,,FAST MATH,5,83,272,,,,,,,163,,Statewide Science,3,,,FL8261356837,,
6161,4359174,"Student, A749",,Y,N,H,8,7,M/J Grade 8 Math,"Thompson, R.",5,3,4,D,C,2,42,226,2,52,233,2,43,227,,FAST ELA,1.3,41,213,,,,,,,,,7,,5,92,284,5,73,263,4,69,256,FAST MATH,2.2,56,232,,,,,,,12,,Statewide Science,3,,,FL1156211526,,
6161,5821193,"Student, I727",,N,Y,H,8,4,Algebra 1 Hon,"Chen, L.",5,2,2,C,B,5,78,269,4,75,261,4,67,260,,FAST ELA,3,51,239,,,,,,,,,12,,4,64,422,,,,,,,FAST MATH,4,69,251,,,,,,,167,,Statewide Science,3,,,FL6406339348,,
6161,3848475,"Student, L957",,N,Y,H,8,11,M/J Grade 8 Math,"Williams, A.",3,7,4,B,C,4,63,255,3,60,244,2,56,236,,FAST ELA,2.2,45,225,,,,,,,,,13,,2,50,239,2,46,237,2,51,236,FAST MATH,2.1,46,227,,,,,,,9,,Statewide Science,2,,,FL3672823673,,
6161,5531029,"Student, A318",,N,N,H,8,0,Algebra 1 Hon,"Thompson, R.",6,0,0,A,A,5,90,288,5,93,284,5,83,276,,FAST ELA,4,69,249,,,,,,,,,13,,3,53,400,,,,,,,FAST MATH,3,59,245,,,,,,,155,,Statewide Science,3,,,FL2804328794,,
6161,7831692,"Student, X853",,N,N,B,8,3,Algebra 1 Hon,"Rodriguez, J.",4,1,2,A,A,5,97,293,5,99,300,5,94,292,,FAST ELA,5,87,269,,,,,,,,,0,,5,86,450,,,,,,,FAST MATH,5,81,267,,,,,,,168,,Statewide Science,4,,,FL9060410991,,
6161,5035889,"Student, L357",,Y,N,H,8,11,Algebra 1 Hon,"Rodriguez, J.",5,5,6,C,C,4,64,253,4,54,251,3,63,247,,FAST ELA,2.1,45,219,,,,,,,,,10,,5,84,450,,,,,,,FAST MATH,5,72,261,,,,,,,174,,Statewide Science,4,,,FL7543119431,,
6161,2065597,"Student, A476",,Y,N,H,8,13,Algebra 1 Hon,"Thompson, R.",4,5,8,B,C,2,45,224,2,49,232,2,32,223,,FAST ELA,1.3,30,207,,,,,,,,,13,L35,4,69,434,,,,,,,FAST MATH,4,76,256,,,,,,,162,,Statewide Science,3,,,FL1153861140,,
6161,6212917,"Student, A569",,N,N,H,8,2,Algebra 1 Hon,"Williams, A.",2,1,1,B,C,5,94,291,5,99,296,5,93,288,,FAST ELA,5,85,272,,,,,,,,,0,,5,83,454,,,,,,,FAST MATH,5,87,267,,,,,,,168,,Statewide Science,5,,,FL7230481548,,
6161,9436823,"Student, L202",,N,N,H,8,6,M/J Grade 8 Math,"Garcia, M.",6,3,3,C,D,3,61,241,3,55,240,3,61,240,,FAST ELA,1.3,32,208,,,,,,,,,12,L35,5,78,271,3,69,253,3,67,252,FAST MATH,2.2,45,230,,,,,,,14,,Statewide Science,5,,,FL5192993775,,
6161,9651975,"Student, D248",,N,N,H,8,6,Algebra 1 Hon,"Thompson, R.",5,3,3,D,C,1,31,217,2,39,229,2,39,228,,FAST ELA,2.2,49,226,,,,,,,,,12,,1,21,367,,,,,,,FAST MATH,3,49,240,,,,,,,160,,Statewide Science,3,,,FL2368197304,,
6161,8545496,"Student, T125",,N,N,A,8,4,Algebra 1 Hon,"Rodriguez, J.",5,1,3,B,C,4,65,256,4,67,252,3,55,243,,FAST ELA,3,64,238,,,,,,,,,13,,3,58,407,,,,,,,FAST MATH,3,60,245,,,,,,,155,,Statewide Science,4,,,FL6134453055,,
6161,6281709,"Student, O834",,N,N,H,8,2,Algebra 1 Hon,"Garcia, M.",3,1,1,B,B,5,70,265,4,80,260,4,57,256,,FAST ELA,3,55,240,,,,,,,,,11,,5,77,443,,,,,,,FAST MATH,5,88,264,,,,,,,171,,Statewide Science,1,,,FL5008221083,,
6161,5149513,"Student, A521",,N,N,W,8,9,Algebra 1 Hon,"Williams, A.",4,4,5,A,B,4,61,254,3,56,247,3,54,243,,FAST ELA,5,84,270,,,,,,,,,0,,4,64,423,,,,,,,FAST MATH,4,65,248,,,,,,,170,,Statewide Science,1,,,FL6651488744,,
6161,9802160,"Student, N445",,N,Y,B,8,3,Algebra 1 Hon,"Rodriguez, J.",3,1,2,B,C,5,71,266,4,69,258,4,61,253,,FAST ELA,3,54,235,,,,,,,,,16,,3,60,409,,,,,,,FAST MATH,3,68,246,,,,,,,154,,Statewide Science,1,,,FL4182203381,,
6161,1030796,"Student, N397",,N,N,B,8,19,M/J Grade 8 Math,"Williams, A.",3,13,6,F,C,1,27,205,2,43,223,1,44,216,,FAST ELA,2.1,41,220,,,,,,,,,9,,5,73,264,3,59,247,2,52,240,FAST MATH,2.2,43,229,,,,,,,15,,Statewide Science,4,,,FL9235955353,,
6161,4566111,"Student, G154",,N,N,H,8,6,M/J Grade 8 Math,"Thompson, R.",4,2,4,D,D,1,29,207,2,46,228,2,43,228,,FAST ELA,1.3,32,207,,,,,,,,,13,L35,3,62,253,2,56,241,2,46,239,FAST MATH,1.2,22,203,,,,,,,10,L25,Statewide Science,1,,,FL9006999107,,
6161,4081072,"Student, X473",,N,N,B,8,16,Algebra 1 Hon,"Williams, A.",2,10,6,D,B,4,71,261,4,67,252,3,58,243,,FAST ELA,3,64,239,,,,,,,,,12,,4,67,428,,,,,,,FAST MATH,4,67,253,,,,,,,165,,Statewide Science,1,,,FL2308941957,,
6161,6783986,"Student, L930",,N,N,H,8,2,Algebra 1 Hon,"Rodriguez, J.",4,1,1,A,B,5,88,289,5,84,283,5,88,275,,FAST ELA,5,82,266,,,,,,,,,0,,4,59,419,,,,,,,FAST MATH,4,62,252,,,,,,,166,,Statewide Science,2,,,FL4148413677,,
6161,2741888,"Student, X438",,Y,N,H,8,13,Algebra 1 Hon,"Thompson, R.",2,7,6,B,B,5,84,281,5,81,272,5,65,269,,FAST ELA,4,63,249,,,,,,,,,13,,5,83,449,,,,,,,FAST MATH,5,76,260,,,,,,,175,,Statewide Science,2,,,FL9907454515,,
6161,2918912,"Student, I454",,N,N,H,8,0,Algebra 1 Hon,"Rodriguez, J.",3,0,0,D,D,1,17,196,1,44,219,1,33,212,,FAST ELA,1.3,33,204,,,,,,,,,16,L35,1,2,331,,,,,,,FAST MATH,3,49,236,,,,,,,164,,Statewide Science,3,,,FL4614623998,,
6161,8303524,"Student, D592",,N,Y,H,8,15,Algebra 1 Hon,"Rodriguez, J.",2,7,8,B,A,5,89,282,5,77,272,5,70,268,,FAST ELA,4,62,248,,,,,,,,,14,,2,37,383,,,,,,,FAST MATH,3,65,244,,,,,,,156,,Statewide Science,1,,,FL5377919239,,
6161,9270759,"Student, J963",,N,N,H,8,3,Algebra 1 Hon,"Garcia, M.",6,1,2,B,B,4,60,252,3,65,250,3,56,250,,FAST ELA,4,61,254,,,,,,,,,8,,5,91,465,,,,,,,FAST MATH,5,87,273,,,,,,,162,,Statewide Science,3,,,FL9210213917,,
6161,5648977,"Student, N681",,N,Y,H,8,8,Algebra 1 Hon,"Chen, L.",2,4,4,B,B,5,87,284,5,82,280,5,74,272,,FAST ELA,4,59,255,,,,,,,,,7,,1,18,353,,,,,,,FAST MATH,3,64,240,,,,,,,160,,Statewide Science,2,,,FL9991570149,,
6161,9485539,"Student, H278",,N,N,B,8,1,Algebra 1 Hon,"Williams, A.",2,0,1,A,A,5,91,287,5,83,288,5,83,281,,FAST ELA,5,92,279,,,,,,,,,0,,5,88,457,,,,,,,FAST MATH,5,73,267,,,,,,,168,,Statewide Science,2,,,FL4597976766,,
6161,3026046,"Student, J985",,N,Y,H,8,1,M/J Grade 8 Math,"Williams, A.",5,0,1,C,B,2,48,235,2,43,235,2,42,231,,FAST ELA,3,51,232,,,,,,,,,19,,5,81,273,4,57,259,4,66,256,FAST MATH,2.1,40,224,,,,,,,12,,Statewide Science,4,,,FL2296147979,,
6161,6318400,"Student, E872",,Y,N,H,8,8,Algebra 1 Hon,"Garcia, M.",5,4,4,C,D,3,63,249,3,60,245,3,54,242,,FAST ELA,2.2,51,224,,,,,,,,,14,,4,69,431,,,,,,,FAST MATH,4,67,254,,,,,,,164,,Statewide Science,5,,,FL6836313938,,
6161,8189475,"Student, E672",,N,N,H,8,7,Algebra 1 Hon,"Williams, A.",7,4,3,A,A,5,92,284,5,79,285,5,88,278,,FAST ELA,5,80,265,,,,,,,,,0,,3,51,402,,,,,,,FAST MATH,3,63,244,,,,,,,156,,Statewide Science,3,,,FL1154102078,,
6161,4747256,"Student, W908",,N,N,B,8,7,Algebra 1 Hon,"Garcia, M.",3,3,4,A,A,5,93,291,5,95,294,5,92,286,,FAST ELA,5,88,276,,,,,,,,,0,,5,86,455,,,,,,,FAST MATH,5,76,264,,,,,,,171,,Statewide Science,2,,,FL8077758424,,
6161,9107016,"Student, O108",,N,Y,H,8,5,M/J Grade 8 Math,"Williams, A.",4,2,3,D,D,1,29,204,2,37,223,1,50,217,,FAST ELA,1.3,34,212,,,,,,,,,8,L35,4,73,262,3,58,247,3,58,245,FAST MATH,2.1,52,225,,,,,,,11,,Statewide Science,5,,,FL2368171012,,
6161,9947157,"Student, N929",,N,N,H,8,2,Algebra 1 Hon,"Williams, A.",2,1,1,B,B,5,76,278,5,61,264,4,71,261,,FAST ELA,4,64,243,,,,,,,,,19,,4,69,433,,,,,,,FAST MATH,4,70,256,,,,,,,162,,Statewide Science,3,,,FL2795244866,,
6161,5472155,"Student, V791",,Y,N,H,8,14,Algebra 1 Hon,"Rodriguez, J.",6,9,5,C,B,4,61,251,3,65,250,3,60,244,,FAST ELA,3,60,232,,,,,,,,,19,,4,67,421,,,,,,,FAST MATH,4,63,252,,,,,,,166,,Statewide Science,4,,,FL1039800718,,
6161,3377305,"Student, H225",,Y,N,H,8,11,Algebra 1 Hon,"Garcia, M.",5,5,6,C,C,3,58,245,3,47,241,2,57,236,,FAST ELA,2.1,30,217,,,,,,,,,12,L35,4,62,419,,,,,,,FAST MATH,4,65,250,,,,,,,168,,Statewide Science,3,,,FL1611484144,,
6161,4860851,"Student, B776",,N,N,H,8,3,Algebra 1 Hon,"Williams, A.",4,1,2,A,B,5,89,291,5,99,291,5,86,289,,FAST ELA,5,78,266,,,,,,,,,0,,4,68,430,,,,,,,FAST MATH,4,66,252,,,,,,,166,,Statewide Science,2,,,FL9414013655,,
6161,9178633,"Student, Q909",,Y,N,H,8,8,M/J Grade 8 Math,"Chen, L.",6,4,4,C,D,2,47,231,3,60,238,2,52,229,,FAST ELA,1.3,37,204,,,,,,,,,16,,5,82,271,4,74,258,4,60,254,FAST MATH,2.2,55,232,,,,,,,12,,Statewide Science,3,,,FL5498752667,,
6161,9931127,"Student, N565",,N,N,H,8,14,Algebra 1 Hon,"Garcia, M.",2,5,9,B,B,5,77,266,5,72,265,5,67,263,,FAST ELA,5,73,266,,,,,,,,,0,,5,93,466,,,,,,,FAST MATH,5,91,281,,,,,,,154,,Statewide Science,3,,,FL6330151631,,
6161,8867566,"Student, A217",,Y,N,H,8,17,Algebra 1 Hon,"Garcia, M.",4,9,8,C,D,1,25,210,2,31,224,2,44,224,,FAST ELA,2.1,41,217,,,,,,,,,12,,1,15,356,,,,,,,FAST MATH,3,49,239,,,,,,,161,,Statewide Science,3,,,FL6904985606,,
6161,4859970,"Student, B191",,Y,N,B,8,0,M/J Grade 8 Math,"Garcia, M.",7,0,0,D,C,2,35,220,2,46,228,2,47,224,,FAST ELA,1.3,32,210,,,,,,,,,10,L35,4,66,254,3,53,245,3,55,245,FAST MATH,2.1,46,226,,,,,,,10,,Statewide Science,2,,,FL2267316976,,
6161,5603445,"Student, D584",,N,N,H,8,13,M/J Grade 8 Math,"Rodriguez, J.",6,8,5,B,C,5,82,277,5,80,262,4,56,255,,FAST ELA,4,60,244,,,,,,,,,18,,3,59,251,3,61,247,3,63,245,FAST MATH,1.3,38,222,,,,,,,5,,Statewide Science,4,,,FL2106106336,,
6161,9914212,"Student, W333",,N,N,H,8,3,Algebra 1 Hon,"Garcia, M.",1,1,2,A,A,5,94,291,5,99,296,5,91,291,,FAST ELA,5,77,275,,,,,,,,,0,,5,86,450,,,,,,,FAST MATH,5,72,263,,,,,,,172,,Statewide Science,2,,,FL5519184822,,
6161,8268023,"Student, Q223",,Y,N,H,8,10,Algebra 1 Hon,"Rodriguez, J.",6,6,4,B,B,5,80,271,5,77,263,4,66,256,,FAST ELA,4,66,243,,,,,,,,,19,,3,53,407,,,,,,,FAST MATH,3,62,245,,,,,,,155,,Statewide Science,3,,,FL4178308071,,
6161,7899614,"Student, K131",,Y,N,H,8,3,Algebra 1 Hon,"Chen, L.",6,1,2,B,C,4,63,252,3,68,248,3,50,242,,FAST ELA,2.1,40,216,,,,,,,,,13,,5,91,459,,,,,,,FAST MATH,5,80,267,,,,,,,168,,Statewide Science,3,,,FL1308788154,,
6161,6339488,"Student, E562",,N,Y,B,8,9,Algebra 1 Hon,"Thompson, R.",2,4,5,D,D,1,31,209,2,32,220,1,40,219,,FAST ELA,1.2,14,193,,,,,,,,,10,L25,1,30,374,,,,,,,FAST MATH,3,58,242,,,,,,,158,,Statewide Science,3,,,FL5544490498,,
6161,8979231,"Student, D650",,N,N,H,8,8,Algebra 1 Hon,"Rodriguez, J.",4,4,4,B,B,5,74,263,4,74,260,4,72,253,,FAST ELA,3,61,241,,,,,,,,,10,,5,76,440,,,,,,,FAST MATH,5,74,258,,,,,,,177,,Statewide Science,2,,,FL5552009017,,
6161,7686698,"Student, J826",,N,N,H,8,4,Algebra 1 Hon,"Williams, A.",2,2,2,A,A,5,83,280,5,91,276,5,74,273,,FAST ELA,5,85,272,,,,,,,,,0,,5,96,464,,,,,,,FAST MATH,5,77,266,,,,,,,169,,Statewide Science,3,,,FL1837363864,,
6161,1277433,"Student, X199",,Y,N,H,8,5,Algebra 1 Hon,"Garcia, M.",2,2,3,B,A,5,80,277,5,80,278,5,86,274,,FAST ELA,5,74,264,,,,,,,,,0,,5,87,458,,,,,,,FAST MATH,5,89,275,,,,,,,160,,Statewide Science,2,,,FL9309820211,,
6161,4509954,"Student, T157",,N,N,H,8,10,Algebra 1 Hon,"Thompson, R.",1,6,4,A,A,5,89,287,5,91,292,5,91,285,,FAST ELA,5,86,262,,,,,,,,,0,,4,70,434,,,,,,,FAST MATH,4,66,254,,,,,,,164,,Statewide Science,3,,,FL6905275307,,
6161,2621750,"Student, E456",,Y,N,H,8,5,M/J Grade 8 Math,"Rodriguez, J.",7,2,3,D,D,1,5,175,1,34,204,1,17,200,,FAST ELA,1.3,30,201,,,,,,,,,19,L35,1,20,203,1,38,225,1,32,223,FAST MATH,2.2,51,229,,,,,,,15,,Statewide Science,2,,,FL3760578580,,
6161,8117167,"Student, K419",,N,N,B,8,0,Algebra 1 Hon,"Williams, A.",6,0,0,D,B,5,77,273,5,81,266,5,69,262,,FAST ELA,4,72,249,,,,,,,,,13,,4,71,430,,,,,,,FAST MATH,4,72,257,,,,,,,161,,Statewide Science,5,,,FL5517773476,,
6161,9474251,"Student, S456",,N,N,B,8,0,Algebra 1 Hon,"Thompson, R.",4,0,0,B,B,5,80,276,5,72,270,5,74,265,,FAST ELA,4,68,253,,,,,,,,,9,,4,60,418,,,,,,,FAST MATH,4,76,252,,,,,,,166,,Statewide Science,5,,,FL1863868725,,
6161,4339335,"Student, U235",,N,Y,H,8,11,M/J Grade 8 Math,"Chen, L.",7,6,5,D,D,1,33,211,2,37,227,2,47,221,,FAST ELA,2.1,32,217,,,,,,,,,12,L35,3,50,244,2,46,240,2,42,233,FAST MATH,1.3,34,217,,,,,,,10,L35,Statewide Science,4,,,FL8068347159,,
6161,2552816,"Student, G395",,N,N,H,8,15,Algebra 1 Hon,"Rodriguez, J.",3,8,7,B,B,5,95,294,5,94,294,5,93,286,,FAST ELA,5,62,259,,,,,,,,,0,,4,68,431,,,,,,,FAST MATH,4,72,255,,,,,,,163,,Statewide Science,5,,,FL9231097673,,
6161,4044699,"Student, M200",,Y,N,H,8,12,M/J Grade 8 Math,"Rodriguez, J.",5,6,6,F,D,1,20,196,1,30,219,1,30,213,,FAST ELA,1.3,21,199,,,,,,,,,21,L25,4,71,258,3,60,244,2,45,239,FAST MATH,1.3,36,210,,,,,,,17,,Statewide Science,2,,,FL1719334378,,
6161,3340102,"Student, R699",,N,Y,H,8,4,M/J Grade 8 Math,"Chen, L.",7,2,2,C,D,3,51,243,3,50,241,2,53,236,,FAST ELA,2.1,50,220,,,,,,,,,9,,1,28,216,2,39,231,1,35,225,FAST MATH,1.3,40,218,,,,,,,9,,Statewide Science,5,,,FL7074831175,,
6161,5027662,"Student, I741",,N,N,H,8,5,Algebra 1 Hon,"Rodriguez, J.",2,2,3,D,D,1,28,206,2,37,222,1,19,213,,FAST ELA,1.3,26,202,,,,,,,,,18,L35,3,51,403,,,,,,,FAST MATH,3,62,245,,,,,,,155,,Statewide Science,2,,,FL6894634914,,
6161,4133948,"Student, P625",,N,N,H,8,2,M/J Grade 8 Math,"Garcia, M.",2,1,1,C,C,2,42,229,2,55,234,2,52,231,,FAST ELA,1.3,39,209,,,,,,,,,11,,5,75,267,4,78,254,4,64,254,FAST MATH,2.2,52,232,,,,,,,12,,Statewide Science,3,,,FL1886717058,,
6161,6386747,"Student, Q671",,N,Y,H,8,38,M/J Grade 8 Math,"Rodriguez, J.",2,20,18,C,C,2,47,228,2,58,236,2,40,227,,FAST ELA,2.2,42,227,,,,,,,,,11,,4,64,259,2,58,242,2,50,235,FAST MATH,1.3,34,211,,,,,,,16,L35,Statewide Science,2,,,FL1642111864,,
6161,3314659,"Student, F838",,Y,N,B,8,2,Algebra 1 Hon,"Garcia, M.",2,1,1,C,B,1,26,205,2,46,223,2,35,222,,FAST ELA,3,50,233,,,,,,,,,18,,5,76,443,,,,,,,FAST MATH,5,75,259,,,,,,,176,,Statewide Science,5,,,FL9280922545,,
6161,5737597,"Student, Q656",,N,Y,H,8,8,M/J Grade 8 Math,"Rodriguez, J.",5,3,5,B,C,3,50,239,3,49,239,2,46,231,,FAST ELA,2.2,49,231,,,,,,,,,7,,1,2,183,1,27,210,1,20,210,FAST MATH,1.3,41,222,,,,,,,5,,Statewide Science,3,,,FL2683496020,,
6161,5305041,"Student, F223",,Y,N,H,8,9,Algebra 1 Hon,"Williams, A.",3,4,5,D,C,2,50,236,2,51,237,2,39,228,,FAST ELA,3,55,234,,,,,,,,,17,,1,24,372,,,,,,,FAST MATH,3,61,240,,,,,,,160,,Statewide Science,3,,,FL1186200625,,
6161,3967597,"Student, H163",,N,N,H,8,16,M/J Grade 8 Math,"Williams, A.",1,10,6,B,C,3,64,249,3,54,243,3,52,239,,FAST ELA,2.1,32,215,,,,,,,,,14,L35,5,81,270,4,63,255,3,60,248,FAST MATH,2.1,46,228,,,,,,,8,,Statewide Science,5,,,FL4032965635,,
6161,6983336,"Student, Y864",,N,N,H,8,0,Algebra 1 Hon,"Thompson, R.",3,0,0,B,A,5,84,277,5,78,270,5,79,266,,FAST ELA,5,68,257,,,,,,,,,0,,5,76,445,,,,,,,FAST MATH,5,71,261,,,,,,,174,,Statewide Science,3,,,FL6347642358,,
6161,9610924,"Student, F723",,Y,Y,H,8,4,Algebra 1 Hon,"Williams, A.",5,2,2,A,B,4,65,254,3,64,248,3,49,246,,FAST ELA,3,57,239,,,,,,,,,12,,1,24,359,,,,,,,FAST MATH,3,66,239,,,,,,,161,,Statewide Science,3,,,FL6687644826,,
6161,2744188,"Student, F660",,Y,N,H,8,6,Algebra 1 Hon,"Chen, L.",4,2,4,A,A,5,83,283,5,82,280,5,83,278,,FAST ELA,5,71,264,,,,,,,,,0,,5,82,446,,,,,,,FAST MATH,5,79,260,,,,,,,175,,Statewide Science,1,,,FL5828867606,,
6161,9867314,"Student, U326",,N,N,H,8,7,Algebra 1 Hon,"Thompson, R.",1,4,3,B,A,5,91,282,5,78,279,5,83,279,,FAST ELA,5,72,268,,,,,,,,,0,,2,38,384,,,,,,,FAST MATH,3,55,243,,,,,,,157,,Statewide Science,4,,,FL8035755167,,
6161,7931498,"Student, W943",,N,N,H,8,0,Algebra 1 Hon,"Williams, A.",1,0,0,A,A,5,85,283,5,99,300,5,99,299,,FAST ELA,5,92,282,,,,,,,,,0,,5,86,455,,,,,,,FAST MATH,5,81,269,,,,,,,166,,Statewide Science,5,,,FL1115855129,,
6161,1131777,"Student, Y163",,Y,N,H,8,8,Algebra 1 Hon,"Garcia, M.",4,3,5,C,C,2,42,221,2,48,226,2,41,224,,FAST ELA,1.3,28,210,,,,,,,,,10,L35,5,72,438,,,,,,,FAST MATH,4,68,256,,,,,,,162,,Statewide Science,5,,,FL9472071967,,
6161,9702262,"Student, F248",,Y,N,B,8,6,M/J Grade 8 Math,"Rodriguez, J.",6,3,3,F,D,1,1,169,1,16,188,1,18,187,,FAST ELA,1.2,28,193,,,,,,,,,10,L35,4,65,258,3,57,248,3,58,247,FAST MATH,1.3,27,209,,,,,,,18,L35,Statewide Science,2,,,FL8812841112,,
6161,1832725,"Student, G462",,N,N,H,8,14,Algebra 1 Hon,"Williams, A.",2,9,5,A,A,5,89,283,5,75,275,5,81,267,,FAST ELA,5,86,267,,,,,,,,,0,,5,79,437,,,,,,,FAST MATH,5,77,258,,,,,,,177,,Statewide Science,2,,,FL6030762860,,
6161,2953230,"Student, I563",,N,N,H,8,2,Algebra 1 Hon,"Garcia, M.",5,1,1,B,B,5,96,290,5,90,282,5,84,273,,FAST ELA,5,82,273,,,,,,,,,0,,4,68,432,,,,,,,FAST MATH,4,70,257,,,,,,,161,,Statewide Science,3,,,FL8387821020,,
6161,5059107,"Student, E498",,N,N,H,8,1,Algebra 1 Hon,"Thompson, R.",4,0,1,B,B,5,83,276,5,73,266,4,66,261,,FAST ELA,5,80,264,,,,,,,,,0,,1,16,343,,,,,,,FAST MATH,3,66,239,,,,,,,161,,Statewide Science,2,,,FL3085490092,,
6161,1060216,"Student, U925",,N,N,H,8,12,Algebra 1 Hon,"Rodriguez, J.",3,6,6,B,A,5,99,298,5,85,295,5,99,293,,FAST ELA,5,84,272,,,,,,,,,0,,4,60,419,,,,,,,FAST MATH,4,59,252,,,,,,,166,,Statewide Science,2,,,FL8296032334,,
6161,5792291,"Student, D296",,N,N,H,8,9,Algebra 1 Hon,"Williams, A.",3,3,6,C,C,2,47,231,2,44,231,2,37,225,,FAST ELA,2.1,50,222,,,,,,,,,7,,1,7,334,,,,,,,FAST MATH,3,55,238,,,,,,,162,,Statewide Science,3,,,FL9720389385,,
6161,8820389,"Student, G134",,Y,N,B,8,12,M/J Grade 8 Math,"Thompson, R.",6,7,5,C,C,1,21,199,2,41,220,1,36,212,,FAST ELA,2.1,43,223,,,,,,,,,6,,5,75,268,3,61,250,3,61,249,FAST MATH,2.1,37,225,,,,,,,11,,Statewide Science,4,,,FL8072041398,,
6161,2310929,"Student, D476",,Y,N,H,8,12,M/J Grade 8 Math,"Williams, A.",4,7,5,D,D,1,26,203,1,34,215,1,35,207,,FAST ELA,1.2,23,191,,,,,,,,,12,L25,1,31,215,2,40,228,2,38,228,FAST MATH,2.2,49,229,,,,,,,15,,Statewide Science,5,,,FL8022216077,,
6161,3495202,"Student, O319",,N,N,B,8,0,Algebra 1 Hon,"Thompson, R.",5,0,0,C,B,5,72,265,4,72,261,4,80,261,,FAST ELA,4,65,246,,,,,,,,,16,,5,74,438,,,,,,,FAST MATH,4,73,256,,,,,,,162,,Statewide Science,1,,,FL1618841041,,
6161,3521880,"Student, B987",,N,N,H,8,2,M/J Grade 8 Math,"Williams, A.",6,0,2,B,B,5,82,267,4,69,257,4,71,256,,FAST ELA,4,62,243,,,,,,,,,19,,5,74,264,3,56,250,3,60,244,FAST MATH,2.2,55,233,,,,,,,11,,Statewide Science,2,,,FL7811384206,,
6161,6714078,"Student, Y616",,N,N,H,8,2,M/J Grade 8 Math,"Garcia, M.",6,1,1,D,C,1,11,188,1,18,200,1,14,193,,FAST ELA,1.1,6,177,,,,,,,,,9,L25,2,52,238,2,53,239,2,47,237,FAST MATH,2.1,40,228,,,,,,,8,,Statewide Science,2,,,FL5891035790,,
6161,5525946,"Student, G441",,N,N,H,8,21,Algebra 1 Hon,"Chen, L.",6,9,12,C,D,2,48,228,2,54,236,2,56,236,,FAST ELA,2.2,53,226,,,,,,,,,12,,1,15,350,,,,,,,FAST MATH,3,58,239,,,,,,,161,,Statewide Science,3,,,FL5413018955,,
6161,8595937,"Student, Q962",,N,N,H,8,5,Algebra 1 Hon,"Garcia, M.",1,2,3,B,C,4,67,255,3,64,249,3,59,247,,FAST ELA,3,51,233,,,,,,,,,18,,4,59,421,,,,,,,FAST MATH,4,61,249,,,,,,,169,,Statewide Science,3,,,FL5736650642,,
6161,9793541,"Student, H396",,N,N,H,8,0,Algebra 1 Hon,"Rodriguez, J.",1,0,0,A,A,5,96,294,5,85,281,5,86,275,,FAST ELA,5,78,267,,,,,,,,,0,,5,86,452,,,,,,,FAST MATH,5,80,265,,,,,,,170,,Statewide Science,3,,,FL7029020813,,
6161,3092174,"Student, J430",,N,N,H,8,2,Algebra 1 Hon,"Williams, A.",2,0,2,A,A,5,95,288,5,92,290,5,88,283,,FAST ELA,5,86,279,,,,,,,,,0,,5,76,445,,,,,,,FAST MATH,5,72,259,,,,,,,176,,Statewide Science,5,,,FL8770958973,,
